well_id,field,DEPTH,PZ,PS,GK,NGK,phi_N,V_sh,phi_eff,Sw_archie,So_archie
Well_45,Berezovskoe,760.0,7.371,58.34,7.32,140.71,0.20383822263102133,0.31354728770235735,0.13992530079499532,0.5420912849205229,0.45790871507947706
Well_45,Berezovskoe,760.1,12.703,69.38,6.495,140.68,0.20391424500572733,0.19639307015052543,0.1638669003816261,0.4127817994731124,0.5872182005268876
Well_45,Berezovskoe,760.2,29.3,61.8,7.573,139.56,0.20675241366141742,0.34947458108491913,0.13449770050879764,0.268062989272033,0.731937010727967
Well_45,Berezovskoe,760.3,9.767,60.52,6.992,136.02,0.21572305387672353,0.2669696109059926,0.15813155411980218,0.4449836982581349,0.5550163017418651
Well_45,Berezovskoe,760.4,16.028,68.52,6.75,146.95,0.18802556869217668,0.23260437375745527,0.14428999903614353,0.3985333565461623,0.6014666434538377
Well_45,Berezovskoe,760.5,8.823,70.39,6.517,132.65,0.2242629006353624,0.19951718261857432,0.1795185985347256,0.45035571681857917,0.5496442831814208
Well_45,Berezovskoe,760.6,17.069,67.79,6.09,145.06,0.19281497829865366,0.13888099971598974,0.16603664135231977,0.37659664586254826,0.6234033541374517
Well_45,Berezovskoe,760.7,18.337,69.82,6.031,132.54,0.22454164934261772,0.13050269809713144,0.19523835826822614,0.3120040301652009,0.687995969834799
Well_45,Berezovskoe,760.8,21.502,71.81,6.912,139.45,0.2070311623686727,0.2556092019312695,0.1541120921807132,0.3124971820913307,0.6875028179086693
Well_45,Berezovskoe,760.9,48.028,73.24,5.909,133.08,0.22317324659790994,0.11317807441067874,0.19791492828797894,0.19396879704319683,0.8060312029568032
Well_45,Berezovskoe,761.0,11.946,62.49,6.089,134.22,0.2202843963590826,0.1387389946038058,0.1897223606813172,0.39402725586945625,0.6059727441305438
Well_45,Berezovskoe,761.1,17.333,67.85,5.568,129.43,0.23242263552047138,0.06475433115592155,0.21737226321184672,0.3100316022280875,0.6899683977719124
Well_45,Berezovskoe,761.2,10.939,71.55,6.695,142.01,0.2005439197270954,0.22479409258733318,0.155462831268136,0.4522962055894862,0.5477037944105139
Well_45,Berezovskoe,761.3,19.276,75.38,6.446,141.23,0.202520501469451,0.18943481965350747,0.16415606679744765,0.3373990083460778,0.6626009916539222
Well_45,Berezovskoe,761.4,24.613,69.71,6.06,139.98,0.20568810041553365,0.13462084635046856,0.17799819425337435,0.2939881406360769,0.7060118593639231
Well_45,Berezovskoe,761.5,16.557,70.15510984126979,5.99,136.3,0.21501351171280098,0.12468048849758594,0.18820552203886753,0.34289778359686207,0.6571022164031379
Well_45,Berezovskoe,761.6,13.036,70.57,5.95,129.86,0.23133298148301892,0.11900028401022439,0.20380429098560768,0.35917948518384213,0.6408205148161579
Well_45,Berezovskoe,761.7,17.816,73.67,5.767,131.74,0.22656891266811058,0.09301334848054534,0.20549497943925338,0.3137009488264396,0.6862990511735604
Well_45,Berezovskoe,761.8,20.606,79.86,4.926,131.85,0.22629016396085536,0.0,0.22629016396085536,0.29205102167925956,0.7079489783207404
Well_45,Berezovskoe,761.9,,68.67,6.429,138.05,0.21057887318828525,0.1870207327463789,0.17119625802370533,,
Well_45,Berezovskoe,762.0,14.878,72.88,6.36,137.81,0.21118705218593314,0.17722238000568025,0.17375998017115826,0.3682830145016606,0.6317169854983393
Well_45,Berezovskoe,762.1,18.4,71.58,5.965,129.11,0.2332335408506685,0.12113036069298491,0.204981877921725,0.2998619339351469,0.7001380660648531
Well_45,Berezovskoe,762.2,13.575,73.19,4.693,128.13,0.23571693842439737,0.0,0.23571693842439737,0.34543039077498805,0.654569609225012
Well_45,Berezovskoe,762.3,24.275,76.19,5.612,123.67,0.24701893146402032,0.07100255609201932,0.22947995592695553,0.24649686300493776,0.7535031369950622
Well_45,Berezovskoe,762.4,17.009,71.72,6.268,123.89,0.24646143404950976,0.1641579096847486,0.20600284021803672,0.2951432756751392,0.7048567243248608
Well_45,Berezovskoe,762.5,18.34,76.88,5.672,138.54,0.20933717440142088,0.07952286282306158,0.19269008299772938,0.3346379809245681,0.6653620190754319
Well_45,Berezovskoe,762.6,15.501,77.95,4.574,137.03,0.21316363392828874,0.0,0.21316363392828874,0.3574606833626527,0.6425393166373473
Well_45,Berezovskoe,762.7,47.548,70.75,5.243,128.47,0.23485535151106285,0.018602669696109093,0.23048641498053893,0.18524848591296159,0.8147515140870384
Well_45,Berezovskoe,762.8,16.267,77.22,5.482,126.03,0.24103850465381624,0.05254189150809431,0.22837388569302214,0.30858946603874055,0.6914105339612595
Well_45,Berezovskoe,762.9,11.237,76.32,4.969,134.74,0.21896667519751217,0.0,0.21896667519751217,0.4087126128463692,0.5912873871536308
Well_45,Berezovskoe,763.0,9.525,74.5,5.186,131.56,0.2270250469163465,0.010508378301618836,0.22463938183940677,0.4281687711183162,0.5718312288816838
Well_45,Berezovskoe,763.1,18.092,82.01,5.58,129.14,0.2331575184759626,0.06645839250213008,0.21766224459826444,0.30250220228309244,0.6974977977169076
Well_45,Berezovskoe,763.2,23.166,73.02,4.328,137.73,0.21138977851848248,0.0,0.21138977851848248,0.29485720535180676,0.7051427946481932
Well_45,Berezovskoe,763.3,40.813,82.53,4.552,120.75,0.2544184426020694,0.0,0.2544184426020694,0.18457522449772643,0.8154247755022735
Well_45,Berezovskoe,763.4,24.703,76.35,5.628,135.85,0.21615384733339077,0.07327463788696394,0.20031525244216247,0.2792437332790919,0.7207562667209081
Well_45,Berezovskoe,763.5,15.786,72.6,5.176,130.2273262169313,0.23040214777292287,0.00908832717977848,0.22830817767103886,0.3277167824648471,0.672283217535153
Well_45,Berezovskoe,763.6,19.419,71.84897873015875,6.491,138.06,0.21055353239671662,0.1958250497017892,0.1693218764502423,0.32332947121380246,0.6766705287861976
Well_45,Berezovskoe,763.7,21.178,73.11,5.511,135.93,0.2159511210008415,0.05666003976143141,0.20371532189840813,0.3018723390783301,0.6981276609216699
Well_45,Berezovskoe,763.8,16.452,78.12,5.226,128.02,0.23599568713165262,0.016188582788980388,0.23217525141267956,0.31340638356531764,0.6865936164346824
Well_45,Berezovskoe,763.9,36.203,75.78,4.712,127.25,0.23794692808243953,0.0,0.23794692808243953,0.20954093245412733,0.7904590675458727
Well_45,Berezovskoe,764.0,14.566,70.25,5.663,138.49,0.20946387835926417,0.07824481681340531,0.19307441556801813,0.3752683704619153,0.6247316295380847
Well_45,Berezovskoe,764.1,,78.03,5.774,131.78,0.22646754950183595,0.09400738426583356,0.20517792755207517,,
Well_45,Berezovskoe,764.2,20.06,77.74,5.306,127.16,0.2381749952065575,0.027548991763703488,0.23161351422529192,0.28122869088451574,0.7187713091154843
Well_45,Berezovskoe,764.3,46.262,84.49,4.69,127.91,0.23627443583890792,0.0,0.23627443583890792,0.18667764682516697,0.813322353174833
Well_45,Berezovskoe,764.4,33.572,79.02,5.856,137.14,0.2128848852210335,0.10565180346492471,0.1903932131670078,0.24321357964355741,0.7567864203564426
Well_45,Berezovskoe,764.5,,68.81,6.063936420634929,138.39,0.20971728627495081,0.1351798382043352,0.18136773744765072,,
Well_45,Berezovskoe,764.6,11.279,80.96,4.761,145.16,0.19256157038296706,0.0,0.19256157038296706,0.46389141714935184,0.5361085828506482
Well_45,Berezovskoe,764.7,22.9,82.74,5.07,119.52,0.2575353599650148,0.0,0.2575353599650148,0.24342582291535514,0.7565741770846448
Well_45,Berezovskoe,764.8,14.843,78.36,5.137,137.37,0.21230204701495423,0.00355012780460089,0.21154834761487276,0.3667804925122048,0.6332195074877952
Well_45,Berezovskoe,764.9,51.355,76.37,5.285,125.39,0.24266031531421056,0.02456688440783869,0.23669890739751664,0.17251669532815284,0.8274833046718472
Well_45,Berezovskoe,765.0,29.798,81.13766060846561,4.819,115.69,0.26724088313581207,0.0,0.26724088313581207,0.20564814600640624,0.7943518539935938
Well_45,Berezovskoe,765.1,19.509,75.21,4.682,127.23,0.23799760966557687,0.0,0.23799760966557687,0.28538500822301266,0.7146149917769873
Well_45,Berezovskoe,765.2,,77.92,5.173020137930464,135.92,0.21597646179241017,0.00866517153230099,0.2141049887040395,,
Well_45,Berezovskoe,765.3,16.114,84.98,5.307,125.94,0.24126657177793417,0.027690996875887573,0.2345856598925753,0.3097579217358051,0.6902420782641949
Well_45,Berezovskoe,765.4,30.991,79.83,5.687,140.14,0.2052826477504351,0.08165293950582224,0.1885207161320738,0.2625132441698101,0.7374867558301899
Well_45,Berezovskoe,765.5,27.522,73.21,5.703,131.78,0.22646754950183595,0.08392502130076686,0.2074612555859619,0.2525080794096043,0.7474919205903957
Well_45,Berezovskoe,765.6,15.054,71.98,5.329,129.14,0.2331575184759626,0.03081510934393633,0.22597274404976495,0.3316239397179103,0.6683760602820896
Well_45,Berezovskoe,765.7,21.504,81.84,5.14,127.5,0.237313408293223,0.003976143141153022,0.23636981621253425,0.27260847439522096,0.727391525604779
Well_45,Berezovskoe,765.8,,76.07,5.566,115.6,0.26746895025993006,0.0644703209315535,0.25022514119744665,,
Well_45,Berezovskoe,765.9,21.111,74.83027517195765,5.987,131.5,0.22717709166575847,0.1242544731610338,0.19894932182657377,0.2874102923633081,0.7125897076366918
Well_45,Berezovskoe,766.0,12.228,86.05,4.897,123.58,0.24724699858813828,0.0,0.24724699858813828,0.3469864465926761,0.6530135534073239
Well_45,Berezovskoe,766.1,19.508,73.23,4.634,135.19,0.21782633957692243,0.0,0.21782633957692243,0.3118203737422399,0.6881796262577601
Well_45,Berezovskoe,766.2,11.911,75.63,5.923,142.7,0.19879540510885776,0.11516614598125532,0.17590090446368828,0.43726105708579827,0.5627389429142018
Well_45,Berezovskoe,766.3,12.423,76.58,4.83,126.28,0.24040498486459969,0.0,0.24040498486459969,0.3540499549538904,0.6459500450461095
Well_45,Berezovskoe,766.4,34.83,74.77,5.416,125.17,0.24321781272872112,0.04316955410394778,0.23271820820308475,0.20900137291437837,0.7909986270856216
Well_45,Berezovskoe,766.5,53.944,75.02,5.579,128.45,0.23490603309420022,0.06631638738994598,0.21932791360328976,0.17388235379403028,0.8261176462059697
Well_45,Berezovskoe,766.6,15.963,76.39,5.348,130.4,0.22996457873831122,0.033513206475433086,0.22225772832901822,0.32651493484439537,0.6734850651556046
Well_45,Berezovskoe,766.7,41.509,80.69443027777771,4.455,129.36,0.23260002106145197,0.0,0.23260002106145197,0.2001890734878143,0.7998109265121857
Well_45,Berezovskoe,766.8,19.425,68.15,6.697,139.28242392857138,0.20745581339846947,0.2250781028117012,0.16076205250148365,0.3281067248155262,0.6718932751844737
Well_45,Berezovskoe,766.9,8.391,76.42,5.711,135.24,0.2176996356190791,0.08506106219823917,0.1991818733731506,0.475725785680788,0.5242742143192121
Well_45,Berezovskoe,767.0,12.896,73.36,5.65,125.13,0.24331917589499577,0.07639875035501281,0.22472989491920656,0.3433344682827125,0.6566655317172875
Well_45,Berezovskoe,767.1,17.78,78.86,6.122,124.2,0.24567586951088125,0.14342516330587898,0.2104397678059693,0.289596210483896,0.710403789516104
Well_45,Berezovskoe,767.2,15.132,81.64,5.474,136.76,0.21384783530064264,0.051405850610622,0.20285480542577292,0.3606352963086877,0.6393647036913124
Well_45,Berezovskoe,767.3,24.9,78.26,5.281627772486773,136.15,0.2153936235863309,0.024088010861512712,0.2102052196418828,0.27911857465046364,0.7208814253495364
Well_45,Berezovskoe,767.4,33.193,78.3,6.169,131.87,0.226239482377718,0.15009940357852877,0.19228107100690744,0.23015986983642983,0.7698401301635702
Well_45,Berezovskoe,767.5,23.479,75.45,4.797,124.91,0.24387667330950633,0.0,0.24387667330950633,0.2538698898446171,0.7461301101553829
Well_45,Berezovskoe,767.6,18.736,74.33,5.077,121.47,0.2525939056091258,0.0,0.2525939056091258,0.27438473593122537,0.7256152640687746
Well_45,Berezovskoe,767.7,115.747,82.7,5.58,118.98,0.2589037627097225,0.06645839250213008,0.2416974348272814,0.10770305463330511,0.8922969453666949
Well_45,Berezovskoe,767.8,16.872,78.46,5.062,123.95,0.24630938930009777,0.0,0.24630938930009777,0.2965220568076239,0.7034779431923761
Well_45,Berezovskoe,767.9,19.569,75.47,5.275,128.63,0.2344498988459643,0.02314683328599833,0.22902312612345757,0.28925900528536946,0.7107409947146306
Well_45,Berezovskoe,768.0,24.778,72.46,6.091,128.01,0.23602102792322133,0.13902300482817384,0.20320867541870077,0.2553509235444031,0.7446490764555969
Well_45,Berezovskoe,768.1,31.987,78.25,5.338,135.43,0.21721816057927454,0.03209315535359273,0.21024694440618225,0.24419589992250212,0.7558041000774979
Well_45,Berezovskoe,768.2,20.011,76.05,3.935,127.05,0.2384537439138128,0.0,0.2384537439138128,0.28124364193061985,0.7187563580693801
Well_45,Berezovskoe,768.3,34.763,70.0,6.216,132.02,0.22585937050418806,0.15677364385117867,0.19045057399231308,0.22528097503585756,0.7747190249641425
Well_45,Berezovskoe,768.4,,71.88,6.584,120.88,0.25408901231167685,0.2090315251349048,0.20097639854814542,,
Well_45,Berezovskoe,768.5,15.993,82.06,5.024202869047621,130.72,0.22915367340811407,0.0,0.22915367340811407,0.32736290245569305,0.672637097544307
Well_45,Berezovskoe,768.6,16.819,80.72,4.573,129.71,0.23171309335654885,0.0,0.23171309335654885,0.315697101383812,0.684302898616188
Well_45,Berezovskoe,768.7,20.432,80.54,5.76,123.96,0.24628404850852914,0.09201931269525698,0.22362115963696896,0.2694818565489169,0.7305181434510831
Well_45,Berezovskoe,768.8,9.88,76.85,5.073,128.6,0.23452592122067029,0.0,0.23452592122067029,0.4069601942062627,0.5930398057937373
Well_45,Berezovskoe,768.9,39.96,79.0,5.235,133.8,0.22134870960496633,0.017466628798636783,0.21748249385923912,0.21440332709561075,0.7855966729043893
Well_45,Berezovskoe,769.0,26.611,71.92,4.597,140.94,0.20325538442494215,0.0,0.20325538442494215,0.28612025138947883,0.7138797486105212
Well_45,Berezovskoe,769.1,27.46,78.28,4.564,125.99,0.2411398678200909,0.0,0.2411398678200909,0.2374116190557219,0.7625883809442782
Well_45,Berezovskoe,769.2,36.328,77.71,4.227,121.1,0.2535315148971663,0.0,0.2535315148971663,0.19632181427074202,0.803678185729258
Well_45,Berezovskoe,769.3,14.375,75.3,5.428,112.86,0.2744123271497433,0.04487361545015618,0.26209845390644326,0.28834585395399015,0.7116541460460099
Well_45,Berezovskoe,769.4,14.134,82.47,5.385,127.43,0.23749079383420363,0.0387673956262425,0.22828389427204265,0.33600205384685145,0.6639979461531486
Well_45,Berezovskoe,769.5,25.211,82.61,4.559,118.99,0.25887842191815386,0.0,0.25887842191815386,0.23079710979076568,0.7692028902092343
Well_45,Berezovskoe,769.6,,81.59,4.575,126.68,0.23939135320185323,0.0,0.23939135320185323,,
Well_45,Berezovskoe,769.7,32.851,77.02,4.317,125.01,0.2436232653938197,0.0,0.2436232653938197,0.21484645772537997,0.7851535422746201
Well_45,Berezovskoe,769.8,18.219,75.18,5.948,136.52,0.21445601429829045,0.11871627378585634,0.18899659538983107,0.32773344000045723,0.6722665599995428
Well_45,Berezovskoe,769.9,33.32,77.37,4.479,124.14,0.2458279142602932,0.0,0.2458279142602932,0.21141585896389564,0.7885841410361043
Well_45,Berezovskoe,770.0,14.114,73.01,6.303,134.7,0.21906803836378685,0.16912808861119,0.18201747975951674,0.36451648921347213,0.6354835107865279
Well_45,Berezovskoe,770.1,30.945,81.67,4.439,135.61,0.2167620263310386,0.0,0.2167620263310386,0.2487956650095817,0.7512043349904183
Well_45,Berezovskoe,770.2,16.593,74.02,5.429,130.51,0.22968583003105597,0.04501562056234027,0.21934637985783176,0.320645090705077,0.6793549092949229
Well_45,Berezovskoe,770.3,21.815,78.78,6.169,130.76,0.22905231024183942,0.15009940357852877,0.19467169508625518,0.28041999006909224,0.7195800099309078
Well_45,Berezovskoe,770.4,15.185,79.66,4.596,130.2357554761905,0.23038078736272632,0.0,0.23038078736272632,0.3341701075032204,0.6658298924967796
Well_45,Berezovskoe,770.5,33.455,73.02,4.467,122.07,0.25107345811500614,0.0,0.25107345811500614,0.20658078971863586,0.7934192102813642
Well_45,Berezovskoe,770.6,32.39,80.5577701984127,4.889,120.71,0.2545198057683441,0.0,0.2545198057683441,0.2071067232813671,0.792893276718633
Well_45,Berezovskoe,770.7,18.772,74.72,5.331,122.55,0.24985710011971038,0.031099119568304502,0.2420867642880977,0.2771240943070903,0.7228759056929097
Well_45,Berezovskoe,770.8,30.064,81.78,4.557,124.57,0.24473826022284081,0.0,0.24473826022284081,0.22356098009906814,0.7764390199009319
Well_45,Berezovskoe,770.9,27.937,76.89,4.139,130.57,0.229533785281644,0.0,0.229533785281644,0.24727758582492032,0.7527224141750797
Well_45,Berezovskoe,771.0,9.982,77.61,4.862,126.96,0.23868181103793076,0.0,0.23868181103793076,0.3978259856800612,0.6021740143199388
Well_45,Berezovskoe,771.1,29.484,82.45,4.86,125.63,0.24205213631656272,0.0,0.24205213631656272,0.2282543870578616,0.7717456129421384
Well_45,Berezovskoe,771.2,21.921,80.31,4.087,129.95,0.23110491435890101,0.0,0.23110491435890101,0.2772565998871944,0.7227434001128056
Well_45,Berezovskoe,771.3,11.416,71.8,5.094,130.72,0.22915367340811407,0.0,0.22915367340811407,0.3874694365027152,0.6125305634972849
Well_45,Berezovskoe,771.4,28.133,80.78,5.041,130.15,0.23059809852752775,0.0,0.23059809852752775,0.24527738636264218,0.7547226136373578
Well_45,Berezovskoe,771.5,20.01,72.98,5.297,135.86,0.21612850654182209,0.026270945754047093,0.21045060627055867,0.31030277391245875,0.6896972260875412
Well_45,Berezovskoe,771.6,15.424,80.46,5.46,132.66,0.22423755984379376,0.04941777904004542,0.2131562376589542,0.34065470188219804,0.659345298117802
Well_45,Berezovskoe,771.7,30.852,73.26,5.73,115.45,0.26784906213345994,0.08775915932973592,0.2443428536133693,0.2016459312328555,0.7983540687671444
Well_45,Berezovskoe,771.8,31.993,78.08,3.957,125.73,0.24179872840087607,0.0,0.24179872840087607,0.2193510709377616,0.7806489290622384
Well_45,Berezovskoe,771.9,14.571,79.89,5.937,124.46,0.2450170089300961,0.11715421755183189,0.21631223296200047,0.3207601011498213,0.6792398988501787
Well_45,Berezovskoe,772.0,16.538,77.91,4.106,131.5,0.22717709166575847,0.0,0.22717709166575847,0.3247246261987166,0.6752753738012833
Well_45,Berezovskoe,772.1,18.635,81.48,4.82,132.47,0.22471903488359832,0.0,0.22471903488359832,0.30925497521201556,0.6907450247879845
Well_45,Berezovskoe,772.2,14.99,76.84,3.893,122.97,0.24879278687382664,0.0,0.24879278687382664,0.31144592535771587,0.6885540746422841
Well_45,Berezovskoe,772.3,12.691,77.93,6.099,131.65,0.22679697979222854,0.14015904572564614,0.19500933153109115,0.3713095042465651,0.6286904957534349
Well_45,Berezovskoe,772.4,10.688,77.65,5.434,135.08,0.21810508828417766,0.045725646123260445,0.20813209219961287,0.4207336370071808,0.5792663629928192
Well_45,Berezovskoe,772.5,37.881,82.63,4.640220055555558,126.66,0.2394420347849906,0.0,0.2394420347849906,0.20356829661256118,0.7964317033874388
Well_45,Berezovskoe,772.6,23.133,72.44,6.58,132.11828410052914,0.22561031081358587,0.2084635046861687,0.17857879472804994,0.276468930162239,0.723531069837761
Well_45,Berezovskoe,772.7,23.241,76.47,4.97,138.39,0.20971728627495081,0.0,0.20971728627495081,0.29672874518850495,0.703271254811495
Well_45,Berezovskoe,772.8,26.5,76.6,5.213,126.56,0.2396954427006772,0.014342516330587899,0.23625760689937522,0.24312999481684014,0.7568700051831598
Well_45,Berezovskoe,772.9,52.526,83.82,4.387,130.34,0.2301166234877232,0.0,0.2301166234877232,0.17988133293906966,0.8201186670609304
Well_45,Berezovskoe,773.0,34.951,75.73,5.35,131.25,0.227810611454975,0.03379721669980113,0.220111246853117,0.22274989190869215,0.7772501080913079
Well_45,Berezovskoe,773.1,14.773,80.31,4.907,128.74,0.23417115013870898,0.0,0.23417115013870898,0.3333139703284944,0.6666860296715056
Well_45,Berezovskoe,773.2,36.867,73.24,5.434,125.68,0.24192543235871938,0.045725646123260445,0.2308632356504678,0.20423060758483255,0.7957693924151674
Well_45,Berezovskoe,773.3,6.784,76.38,5.596,132.49,0.22466835330046098,0.0687304742970747,0.20922679081857756,0.5126682628608981,0.48733173713910194
Well_45,Berezovskoe,773.4,20.473,76.62,5.113,128.02,0.23599568713165262,0.00014200511218408606,0.23596217453762652,0.2809483237595766,0.7190516762404233
Well_45,Berezovskoe,773.5,48.659,78.19,4.421,114.78,0.2695468951685603,0.0,0.2695468951685603,0.15955313111397948,0.8404468688860205
Well_45,Berezovskoe,773.6,14.795,84.0,4.857,127.32,0.23776954254145893,0.0,0.23776954254145893,0.32802545589339993,0.6719745441066001
Well_45,Berezovskoe,773.7,,77.58,5.521,127.99,0.2360717095063586,0.05808009088327177,0.22236064316325996,,
Well_45,Berezovskoe,773.8,17.907,81.81,4.627,128.04,0.23594500554851533,0.0,0.23594500554851533,0.3004685694045594,0.6995314305954405
Well_45,Berezovskoe,773.9,76.171,78.33,4.743,124.11,0.2459039366349992,0.0,0.2459039366349992,0.13978512037396773,0.8602148796260323
Well_45,Berezovskoe,774.0,20.143,80.49,5.05,126.0,0.2411145270285222,0.0,0.2411145270285222,0.2772271761010333,0.7227728238989667
Well_45,Berezovskoe,774.1,15.14,76.45,5.207,129.99,0.2310035511926263,0.013490485657483635,0.22788720109843438,0.3337641300683829,0.6662358699316171
Well_45,Berezovskoe,774.2,29.401,85.27,4.562,120.18,0.25586286772148314,0.0,0.25586286772148314,0.21623846037489583,0.7837615396251042
Well_45,Berezovskoe,774.3,10.347,72.71,5.892,134.86,0.21866258569868824,0.11076398750355017,0.19444264578886475,0.42652014759234286,0.5734798524076572
Well_45,Berezovskoe,774.4,14.868,72.82,5.661,130.64,0.22935639974066338,0.07796080658903713,0.21147558982052364,0.3392220823101398,0.6607779176898603
Well_45,Berezovskoe,774.5,,,,,,,,,
Well_45,Berezovskoe,774.6,,,,,,,,,
Well_45,Berezovskoe,774.7,,,,,,,,,
Well_45,Berezovskoe,774.8,,,,,,,,,
Well_45,Berezovskoe,774.9,,,,,,,,,
Well_45,Berezovskoe,775.0,,,,,,,,,
Well_45,Berezovskoe,775.1,,,,,,,,,
Well_45,Berezovskoe,775.2,,,,,,,,,
Well_45,Berezovskoe,775.3,,,,,,,,,
Well_45,Berezovskoe,775.4,,,,,,,,,
Well_45,Berezovskoe,775.5,,,,,,,,,
Well_45,Berezovskoe,775.6,,,,,,,,,
Well_45,Berezovskoe,775.7,,,,,,,,,
Well_45,Berezovskoe,775.8,,,,,,,,,
Well_45,Berezovskoe,775.9,,,,,,,,,
Well_45,Berezovskoe,776.0,,,,,,,,,
Well_45,Berezovskoe,776.1,,,,,,,,,
Well_45,Berezovskoe,776.2,,,,,,,,,
Well_45,Berezovskoe,776.3,,,,,,,,,
Well_45,Berezovskoe,776.4,,,,,,,,,
Well_45,Berezovskoe,776.5,,,,,,,,,
Well_45,Berezovskoe,776.6,,,,,,,,,
Well_45,Berezovskoe,776.7,,,,,,,,,
Well_45,Berezovskoe,776.8,,,,,,,,,
Well_45,Berezovskoe,776.9,,,,,,,,,
Well_45,Berezovskoe,777.0,,,,,,,,,
Well_45,Berezovskoe,777.1,,,,,,,,,
Well_45,Berezovskoe,777.2,,,,,,,,,
Well_45,Berezovskoe,777.3,,,,,,,,,
Well_45,Berezovskoe,777.4,,,,,,,,,
Well_45,Berezovskoe,777.5,,,,,,,,,
Well_45,Berezovskoe,777.6,,,,,,,,,
Well_45,Berezovskoe,777.7,,,,,,,,,
Well_45,Berezovskoe,777.8,,,,,,,,,
Well_45,Berezovskoe,777.9,,,,,,,,,
Well_45,Berezovskoe,778.0,,,,,,,,,
Well_45,Berezovskoe,778.1,,,,,,,,,
Well_45,Berezovskoe,778.2,,,,,,,,,
Well_45,Berezovskoe,778.3,,,,,,,,,
Well_45,Berezovskoe,778.4,,,,,,,,,
Well_45,Berezovskoe,778.5,,,,,,,,,
Well_45,Berezovskoe,778.6,,,,,,,,,
