well_id,x,y,zone,type,depth_m,porosity,perm_md,density,sw,so,lab,year,PZ,PS,GK,NGK
Well_29,1175,2939,Зона_А,core,2090.2,0.1321,24.88,2.529,0.2011,0.7221,Lab_B,2005.0,,,,
Well_29,1175,2939,Зона_А,core,2091.0,0.0479,0.05,2.618,0.4531,0.4713,Lab_B,2018.0,,,,
Well_29,1175,2939,Зона_А,core,2138.6,0.129,2000.0,2.465,0.2208,0.7331,Lab_B,2018.0,,,,
Well_29,1175,2939,Зона_А,core,2149.6,0.1262,5.83,2.561,0.4803,0.4217,Lab_C,1995.0,,,,
Well_29,1175,2939,Зона_А,core,2232.0,0.0823,2.18,2.552,0.4511,0.4313,Lab_B,2018.0,,,,
Well_29,1175,2939,Зона_А,core,2232.5,0.1055,30.35,2.58,0.3453,0.5142,Lab_B,2018.0,,,,
Well_29,1175,2939,Зона_А,core,2233.0,0.1185,13.91,2.49,0.396,0.388,Lab_A,2012.0,,,,
Well_29,1175,2939,Зона_А,core,2254.1,0.0894,11.85,2.524,0.2698,0.6628,Lab_B,2015.0,,,,
Well_29,1175,2939,Зона_А,core,2280.1,0.0967,1.03,2.541,0.3496,0.5021,Lab_C,2015.0,,,,
Well_29,1175,2939,Зона_А,core,2296.2,0.0988,3.22,2.537,0.386,0.4849,Lab_B,2015.0,,,,
Well_29,1175,2939,Зона_А,core,2297.2,0.0522,0.03,2.616,0.2974,0.5231,Lab_A,1995.0,,,,
Well_29,1175,2939,Зона_А,core,2303.7,0.0828,1.06,2.557,0.2104,0.7255,Lab_B,2015.0,,,,
Well_29,1175,2939,Зона_А,core,2486.5,0.0787,4.12,2.568,0.4574,0.4083,Lab_B,2012.0,,,,
Well_29,1175,2939,Зона_А,core,2539.7,0.1102,20.57,2.504,0.1117,0.5712,Lab_B,2018.0,,,,
Well_29,1175,2939,Зона_А,core,2563.1,0.075,0.18,2.551,0.4484,0.3811,Lab_A,2012.0,,,,
Well_29,1175,2939,Зона_А,core,2694.7,0.1465,562.02,2.453,0.4175,0.4717,Lab_C,1995.0,,,,
Well_29,1175,2939,Зона_А,core,2727.1,0.1402,431.72,2.443,0.2938,0.5705,Lab_A,2005.0,,,,
Well_29,1175,2939,Зона_А,core,2755.4,0.0649,0.11,2.571,0.4349,0.4094,Lab_B,2005.0,,,,
Well_29,1175,2939,Зона_А,core,2770.6,0.0671,8.69,2.588,0.1068,0.6502,Lab_A,2000.0,,,,
Well_29,1175,2939,Зона_А,core,2850.8,0.0832,77.96,2.575,0.3063,0.4483,Lab_B,2018.0,,,,
Well_29,1175,2939,Зона_А,core,2989.9,0.1191,16.46,2.503,0.4216,0.3766,Lab_C,2012.0,,,,
Well_29,1175,2939,Зона_А,core,3061.8,0.0979,1.31,2.534,0.1255,0.5658,Lab_A,2008.0,,,,
