Well;X_m;Y_m;Zone;Type;Depth_m;Porosity;Permeability;Density;Sw;So;Lab;year;PZ;PS;GK;NGK
Well_22;2652;2149;Зона_Б;core;2059.8;0.0896;12.33;2.511;0.2111;0.6433;Lab_B;2005.0;NaN;NaN;NaN;NaN
Well_22;2652;2149;Зона_Б;core;2121.1;0.0939;1.1;2.501;0.1371;0.5905;Lab_A;2008.0;NaN;NaN;NaN;NaN
Well_22;2652;2149;Зона_Б;core;2157.6;0.1297;0.39;2.461;0.2186;0.7227;Lab_A;2005.0;NaN;NaN;NaN;NaN
Well_22;2652;2149;Зона_Б;core;2169.3;0.1282;201.2;2.483;0.4813;0.3935;Lab_A;1995.0;NaN;NaN;NaN;NaN
Well_22;2652;2149;Зона_Б;core;2230.3;0.1255;41.49;2.452;0.2372;0.628;Lab_A;2015.0;NaN;NaN;NaN;NaN
Well_22;2652;2149;Зона_Б;core;2250.9;0.0875;1.31;2.515;0.3444;0.3963;Lab_B;2008.0;NaN;NaN;NaN;NaN
Well_22;2652;2149;Зона_Б;core;2315.3;0.1752;18.27;2.449;0.2233;0.4983;Lab_C;2008.0;NaN;NaN;NaN;NaN
Well_22;2652;2149;Зона_Б;core;2338.4;0.1553;426.81;2.372;0.3036;0.6414;Lab_B;2005.0;NaN;NaN;NaN;NaN
Well_22;2652;2149;Зона_Б;core;2440.4;0.1424;228.55;2.415;0.5552;0.3014;Lab_B;2000.0;NaN;NaN;NaN;NaN
Well_22;2652;2149;Зона_Б;core;2461.0;0.0915;13.95;2.478;0.3623;0.4;Lab_B;1995.0;NaN;NaN;NaN;NaN
Well_22;2652;2149;Зона_Б;core;2486.2;0.1524;669.08;2.417;0.2948;0.636;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_22;2652;2149;Зона_Б;core;2490.5;0.0828;6.6;2.516;0.3617;0.4469;Lab_A;2012.0;NaN;NaN;NaN;NaN
