Well;X_m;Y_m;Zone;Type;Depth_m;Porosity;Permeability;Density;Sw;So;Lab;year;PZ;PS;GK;NGK
Well_15;4016;1447;Зона_Б;core;1982.7;0.1562;114.84;2.457;0.189;0.6678;Lab_C;2000.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;1985.4;0.1131;212.22;2.498;0.4523;0.4308;Lab_B;2015.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;1999.4;0.0979;9.9;2.506;0.2449;0.6025;Lab_B;2015.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2017.1;0.1106;8.75;2.492;0.3353;0.5438;Lab_A;2005.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2093.1;0.1331;277.03;2.453;0.2981;0.4332;Lab_A;2015.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2094.5;0.1432;322.64;2.443;0.1691;0.5594;Lab_B;1995.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2180.5;0.1057;31.1;2.473;0.1744;0.5288;Lab_B;1995.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2217.2;0.1043;0.29;2.483;0.1575;0.5944;Lab_A;1995.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2217.4;0.0841;0.71;2.55;0.4295;0.4407;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2226.7;0.0547;0.01;2.593;0.2746;0.5516;Lab_B;2000.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2250.0;0.0395;0.01;2.608;0.3587;0.4083;Lab_A;2000.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2332.6;0.0947;4.63;2.525;0.3627;0.5033;Lab_B;2008.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2349.5;0.1469;322.99;2.444;0.2541;0.6264;Lab_A;2018.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2409.8;0.1708;239.41;2.371;0.0995;0.6876;Lab_B;2015.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2433.7;0.1521;171.95;2.432;0.1839;0.7005;Lab_C;2000.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2482.1;0.0948;11.04;2.496;0.3721;0.5479;Lab_A;2000.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2518.2;0.1024;4.86;2.502;0.2724;0.4422;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2540.4;0.1298;5.44;2.483;0.1822;0.6837;Lab_A;2008.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2540.5;0.1377;76.54;2.475;0.2499;0.4997;Lab_A;2012.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2549.6;0.1969;242.61;2.358;0.2692;0.6832;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2581.4;0.1105;84.61;2.525;0.2858;0.6508;Lab_A;2012.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2613.3;0.1324;70.57;2.436;0.3391;0.5603;Lab_B;2012.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2697.7;0.1031;36.5;2.496;0.2149;0.5383;Lab_A;2005.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2751.3;0.1172;2.98;2.449;0.3206;0.4889;Lab_A;2018.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2760.0;0.1616;19.15;2.426;0.3058;0.6035;Lab_C;2018.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2803.2;0.0664;1.55;2.588;0.3018;0.4228;Lab_A;2005.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2819.6;0.114;3.46;2.52;0.2507;0.5707;Lab_C;1995.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2860.7;0.0836;5.45;2.524;0.3659;0.475;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;core;2908.0;0.0949;2.53;2.505;0.1722;0.7243;Lab_A;2005.0;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1779.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;29.799;59.08;8.184;135.84
Well_15;4016;1447;Зона_Б;gis;1779.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.368;56.25;7.969;138.65
Well_15;4016;1447;Зона_Б;gis;1780.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13.784;53.99;8.782;148.17
Well_15;4016;1447;Зона_Б;gis;1780.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;38.1;51.95;8.35;132.91
Well_15;4016;1447;Зона_Б;gis;1781.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;31.819;51.05;9.189;143.59
Well_15;4016;1447;Зона_Б;gis;1781.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;39.364;58.36;9.409;138.45
Well_15;4016;1447;Зона_Б;gis;1782.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;29.111;56.37;9.048;NaN
Well_15;4016;1447;Зона_Б;gis;1782.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;21.677;56.73;8.389;138.67
Well_15;4016;1447;Зона_Б;gis;1783.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;18.711;53.8;8.92;146.83
Well_15;4016;1447;Зона_Б;gis;1783.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;16.381;54.73;8.742;136.72
Well_15;4016;1447;Зона_Б;gis;1784.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;40.308;56.08;8.71;146.11
Well_15;4016;1447;Зона_Б;gis;1784.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;28.906;50.27;7.843;148.26
Well_15;4016;1447;Зона_Б;gis;1785.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;21.151;52.57;9.876;151.68
Well_15;4016;1447;Зона_Б;gis;1785.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;28.171;57.37;7.856;128.69
Well_15;4016;1447;Зона_Б;gis;1786.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;14.217;55.84;8.468;NaN
Well_15;4016;1447;Зона_Б;gis;1786.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;27.626;53.79;9.183;140.17
Well_15;4016;1447;Зона_Б;gis;1787.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;20.732;57.68;8.593;145.16
Well_15;4016;1447;Зона_Б;gis;1787.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;58.23;8.443;136.39
Well_15;4016;1447;Зона_Б;gis;1788.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;27.461;50.63;8.808;144.99
Well_15;4016;1447;Зона_Б;gis;1788.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;30.74;55.11;7.825;135.02
Well_15;4016;1447;Зона_Б;gis;1789.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;20.374;56.6;9.031;150.3
Well_15;4016;1447;Зона_Б;gis;1789.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;43.495;57.77;8.604;139.26
Well_15;4016;1447;Зона_Б;gis;1790.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;28.05;56.54;8.32;144.45
Well_15;4016;1447;Зона_Б;gis;1790.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;21.29;56.64;7.777;146.3
Well_15;4016;1447;Зона_Б;gis;1791.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;56.658;46.18;NaN;152.58
Well_15;4016;1447;Зона_Б;gis;1791.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;28.385;50.0;8.237;147.76
Well_15;4016;1447;Зона_Б;gis;1792.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1792.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1793.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1793.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1794.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1794.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1795.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1795.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1796.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1796.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1797.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1797.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1798.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1798.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1799.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1799.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1800.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1800.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1801.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1801.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1802.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1802.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1803.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1803.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1804.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1804.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1805.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1805.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Well_15;4016;1447;Зона_Б;gis;1806.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
