WELL_ID,X_M,Y_M,ZONE,DATA_TYPE,DEPTH_M,POROSITY,PERMEABILITY_MD,DENSITY_GCC,WATER_SATURATION,OIL_SATURATION,LAB_ID,YEAR,PZ,PS,GK,NGK
Well_41,3267,3519,Зона_Б,core,1842.3,0.1099,63.89,2.45,0.1882,0.686,Lab_A,2015.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,1856.1,0.1172,58.8,2.45,0.3947,0.5595,Lab_A,2012.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,1891.4,0.1731,5.69,2.433,0.2736,0.4564,Lab_C,2008.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,1949.1,0.1605,2000.0,2.391,0.171,0.7196,Lab_B,2015.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,1990.1,0.1172,10.48,2.447,0.2087,0.6359,Lab_A,2005.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,1994.9,0.1523,56.15,2.423,0.2027,0.5061,Lab_A,2008.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2003.2,0.1765,1798.71,2.36,0.1321,0.6045,Lab_B,2015.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2099.3,0.141,702.87,2.418,0.4611,0.3743,Lab_A,1995.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2143.1,0.1616,2000.0,2.354,0.4756,0.3899,Lab_B,2005.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2235.7,0.2026,2000.0,2.325,0.2595,0.6628,Lab_B,2005.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2242.3,0.1295,37.43,2.454,0.523,0.3847,Lab_B,2005.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2254.4,0.1657,272.99,2.396,0.2102,0.4996,Lab_B,2012.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2283.9,0.1619,425.5,2.412,0.2452,0.5129,Lab_B,1995.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2285.8,0.1706,42.1,2.381,0.2956,0.4555,Lab_B,2018.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2295.0,0.096,7.9,2.509,0.3079,0.4968,Lab_A,2015.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2309.0,0.145,89.44,2.376,0.5974,0.3411,Lab_B,2005.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2353.7,0.208,129.11,2.384,0.3118,0.484,Lab_C,2018.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2353.8,0.0997,0.24,2.529,0.1745,0.7392,Lab_C,2012.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2360.9,0.1543,203.31,2.431,0.2137,0.5416,Lab_A,1995.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2367.1,0.1643,155.39,2.394,0.4748,0.3605,Lab_B,2000.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2399.0,0.131,3.77,2.451,0.1477,0.5415,Lab_B,1995.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2436.6,0.1609,289.82,2.375,0.3366,0.5308,Lab_A,2015.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2437.7,0.1603,1891.14,2.402,0.1556,0.55,Lab_A,1995.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2463.1,0.1413,183.33,2.38,0.5101,0.4518,Lab_A,2018.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2486.0,0.1057,5.54,2.423,0.1493,0.5237,Lab_A,2008.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,core,2624.3,0.1401,31.5,2.427,0.1301,0.6826,Lab_C,2015.0,nan,nan,nan,nan
Well_41,3267,3519,Зона_Б,gis,1627.8,nan,nan,nan,nan,nan,nan,nan,11.431,72.32,5.917,98.99
Well_41,3267,3519,Зона_Б,gis,1628.3,nan,nan,nan,nan,nan,nan,nan,29.52,78.57,5.474,99.5
Well_41,3267,3519,Зона_Б,gis,1628.8,nan,nan,nan,nan,nan,nan,nan,33.882,80.41,5.967,97.29
Well_41,3267,3519,Зона_Б,gis,1629.3,nan,nan,nan,nan,nan,nan,nan,24.873,73.49,5.987,88.77
Well_41,3267,3519,Зона_Б,gis,1629.8,nan,nan,nan,nan,nan,nan,nan,34.18,76.43,4.959,102.6
Well_41,3267,3519,Зона_Б,gis,1630.3,nan,nan,nan,nan,nan,nan,nan,26.487,68.51,6.232,113.98
Well_41,3267,3519,Зона_Б,gis,1630.8,nan,nan,nan,nan,nan,nan,nan,64.475,74.06,5.709,104.89
Well_41,3267,3519,Зона_Б,gis,1631.3,nan,nan,nan,nan,nan,nan,nan,59.158,77.91,5.233,nan
Well_41,3267,3519,Зона_Б,gis,1631.8,nan,nan,nan,nan,nan,nan,nan,25.456,79.48,nan,98.59
Well_41,3267,3519,Зона_Б,gis,1632.3,nan,nan,nan,nan,nan,nan,nan,19.372,79.2,4.932,93.76
Well_41,3267,3519,Зона_Б,gis,1632.8,nan,nan,nan,nan,nan,nan,nan,62.867,80.05,4.852,97.51
Well_41,3267,3519,Зона_Б,gis,1633.3,nan,nan,nan,nan,nan,nan,nan,21.157,75.13,5.0,97.0
Well_41,3267,3519,Зона_Б,gis,1633.8,nan,nan,nan,nan,nan,nan,nan,75.696,73.82,5.046,96.15
Well_41,3267,3519,Зона_Б,gis,1634.3,nan,nan,nan,nan,nan,nan,nan,78.461,78.59,5.095,90.38
Well_41,3267,3519,Зона_Б,gis,1634.8,nan,nan,nan,nan,nan,nan,nan,40.4,77.15,4.484,87.94
Well_41,3267,3519,Зона_Б,gis,1635.3,nan,nan,nan,nan,nan,nan,nan,33.633,78.65,5.155,95.46
Well_41,3267,3519,Зона_Б,gis,1635.8,nan,nan,nan,nan,nan,nan,nan,49.133,77.46,4.898,89.79
Well_41,3267,3519,Зона_Б,gis,1636.3,nan,nan,nan,nan,nan,nan,nan,17.536,78.69,4.877,100.03
Well_41,3267,3519,Зона_Б,gis,1636.8,nan,nan,nan,nan,nan,nan,nan,22.581,81.57,4.702,98.59
Well_41,3267,3519,Зона_Б,gis,1637.3,nan,nan,nan,nan,nan,nan,nan,30.915,79.61,5.834,93.6
Well_41,3267,3519,Зона_Б,gis,1637.8,nan,nan,nan,nan,nan,nan,nan,67.911,79.45,5.468,91.9
Well_41,3267,3519,Зона_Б,gis,1638.3,nan,nan,nan,nan,nan,nan,nan,50.308,71.02,5.662,106.32
Well_41,3267,3519,Зона_Б,gis,1638.8,nan,nan,nan,nan,nan,nan,nan,50.957,79.96,5.037,99.32
Well_41,3267,3519,Зона_Б,gis,1639.3,nan,nan,nan,nan,nan,nan,nan,26.38,77.35,4.353,95.08
Well_41,3267,3519,Зона_Б,gis,1639.8,nan,nan,nan,nan,nan,nan,nan,51.971,81.77,5.141,88.12
Well_41,3267,3519,Зона_Б,gis,1640.3,nan,nan,nan,nan,nan,nan,nan,31.138,79.08,5.33,90.74
Well_41,3267,3519,Зона_Б,gis,1640.8,nan,nan,nan,nan,nan,nan,nan,45.916,74.06,5.794,111.47
Well_41,3267,3519,Зона_Б,gis,1641.3,nan,nan,nan,nan,nan,nan,nan,24.194,74.93,5.223,98.8
Well_41,3267,3519,Зона_Б,gis,1641.8,nan,nan,nan,nan,nan,nan,nan,17.585,77.92,6.672,100.46
