Well;X_m;Y_m;Zone;Type;Depth_m;Porosity;Permeability;Density;Sw;So;Lab;year;PZ;PS;GK;NGK
Well_16;4757;1548;Зона_В;core;2078.1;0.0935;5.04;2.552;0.1387;0.6649;Lab_A;2015.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2197.6;0.066;0.27;2.584;0.1743;0.7367;Lab_C;2018.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2362.5;0.1281;6.4;2.516;0.3103;0.5835;Lab_C;2000.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2386.1;0.0769;1.64;2.558;0.3792;0.558;Lab_B;2005.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2409.6;0.0884;0.07;2.553;0.4267;0.4667;Lab_C;2000.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2417.7;0.095;0.4;2.548;0.2721;0.4422;Lab_A;2012.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2454.8;0.1122;7.6;2.481;0.3224;0.6261;Lab_A;2018.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2479.5;0.105;0.66;2.494;0.2834;0.5178;Lab_B;2000.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2523.8;0.068;13.18;2.592;0.5016;0.3262;Lab_B;2005.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2525.4;0.0943;4.82;2.5;0.2557;0.4577;Lab_A;2000.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2542.2;0.0874;1.14;2.523;0.4279;0.4044;Lab_A;2012.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2579.2;0.0836;15.86;2.571;0.3566;0.4084;Lab_B;2000.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2633.5;0.1288;359.62;2.461;0.1228;0.8228;Lab_B;2012.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2639.4;0.1047;78.18;2.5;0.2704;0.6694;Lab_A;2000.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2649.5;0.0972;0.02;2.567;0.184;0.7069;Lab_C;1995.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2662.0;0.1176;4.65;2.532;0.2916;0.5127;Lab_C;2015.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2767.4;0.105;4.71;2.503;0.2263;0.5872;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2914.2;0.1113;28.3;2.505;0.377;0.3987;Lab_A;2015.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2936.8;0.0955;3.19;2.518;0.1271;0.6857;Lab_A;2008.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2950.7;0.0983;2.89;2.534;0.3979;0.524;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2959.1;0.0736;0.01;2.54;0.2208;0.6083;Lab_A;2015.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;2974.3;0.0772;15.04;2.57;0.1013;0.6861;Lab_A;2015.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;core;3037.4;0.1001;3.09;2.51;0.2655;0.6905;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_16;4757;1548;Зона_В;gis;1823.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;28.682;48.5;9.521;153.3
Well_16;4757;1548;Зона_В;gis;1824.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;20.36;51.19;9.019;150.11
Well_16;4757;1548;Зона_В;gis;1824.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;18.212;53.77;9.466;148.29
Well_16;4757;1548;Зона_В;gis;1825.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;35.286;53.7;9.687;142.98
Well_16;4757;1548;Зона_В;gis;1825.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;32.144;49.13;8.748;153.89
