Well;X_m;Y_m;Zone;Type;Depth_m;Porosity;Permeability;Density;Sw;So;Lab;year;PZ;PS;GK;NGK
Well_17;5405;1495;Зона_В;core;2144.3;0.0759;0.13;2.557;0.4592;0.3254;Lab_B;2012.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2246.7;0.1464;174.02;2.421;0.3747;0.5139;Lab_B;1995.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2264.9;0.0416;0.01;2.608;0.3987;0.4191;Lab_B;1995.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2275.7;0.097;0.69;2.542;0.2594;0.5474;Lab_A;2005.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2352.7;0.1036;-15.67;2.522;0.2789;0.4777;Lab_A;2018.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2411.1;0.0344;0.01;2.629;0.3185;0.5341;Lab_B;2005.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2442.5;0.0106;0.01;2.681;0.2202;0.6348;Lab_A;2015.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2442.9;0.0827;2.42;2.583;0.3415;0.405;Lab_B;2012.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2495.6;0.1045;0.9;2.508;0.1847;0.7062;Lab_A;2008.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2504.5;0.0958;7.66;2.563;0.3637;0.5798;Lab_B;1995.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2511.1;0.0671;0.01;2.578;0.2042;0.5935;Lab_C;2000.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2533.8;0.0793;1.2;2.557;0.1354;0.5573;Lab_A;2000.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2607.2;0.0515;0.02;2.628;0.5051;0.4443;Lab_A;2008.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2648.5;0.0954;0.21;2.516;0.3724;0.4812;Lab_A;2015.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2656.6;0.0497;0.03;2.628;0.1881;0.5327;Lab_C;2012.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2664.5;0.0793;0.51;2.614;0.2043;0.5733;Lab_C;2008.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2712.2;0.1669;63.97;2.445;0.1404;0.7889;Lab_C;2012.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2813.5;0.0972;0.05;2.5;0.1552;0.5568;Lab_B;2015.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;2880.5;0.0931;0.33;2.518;0.2132;0.6708;Lab_B;2012.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;3011.4;0.0991;8.58;2.529;0.2219;0.6787;Lab_B;2005.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;3031.6;0.119;79.56;2.488;0.4103;0.4032;Lab_A;2000.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;core;3083.4;0.0881;0.65;2.533;0.4317;0.3788;Lab_B;2005.0;NaN;NaN;NaN;NaN
Well_17;5405;1495;Зона_В;gis;1892.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;18.22;35.12;10.392;173.31
Well_17;5405;1495;Зона_В;gis;1892.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;17.239;41.24;11.777;175.97
Well_17;5405;1495;Зона_В;gis;1893.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;43.74;10.149;171.88
Well_17;5405;1495;Зона_В;gis;1893.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;34.293;42.04;11.682;176.77
Well_17;5405;1495;Зона_В;gis;1894.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;30.624;35.95;10.942;184.05
Well_17;5405;1495;Зона_В;gis;1894.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.318;40.1;10.404;164.72
Well_17;5405;1495;Зона_В;gis;1895.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;21.871;36.59;11.429;184.66
Well_17;5405;1495;Зона_В;gis;1895.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;35.812;38.06;11.484;183.08
Well_17;5405;1495;Зона_В;gis;1896.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;31.115;28.54;11.193;181.81
Well_17;5405;1495;Зона_В;gis;1896.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;21.208;36.74;12.166;170.69
Well_17;5405;1495;Зона_В;gis;1897.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;20.789;30.6;12.659;187.67
Well_17;5405;1495;Зона_В;gis;1897.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;29.99;43.39;10.286;169.35
Well_17;5405;1495;Зона_В;gis;1898.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;27.098;43.3;9.898;166.79
Well_17;5405;1495;Зона_В;gis;1898.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;24.054;43.34;10.249;170.58
Well_17;5405;1495;Зона_В;gis;1899.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;27.436;38.01;11.483;176.46
Well_17;5405;1495;Зона_В;gis;1899.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;18.086;38.98;11.663;168.48
