Скважина;X;Y;Зона;Тип;Глубина;Пористость;Проницаемость;Плотность;Кв;Кн;Лаборатория;Год;PZ;PS;GK;NGK
Well_1;401;834;Зона_А;core;2230,0;0,1404;34,92;2,49;0,3939;0,5129;Lab_C;1995,0;;;;
Well_1;401;834;Зона_А;core;2296,0;0,0998;15,15;2,548;0,3654;0,5333;Lab_B;2015,0;;;;
Well_1;401;834;Зона_А;core;2323,0;0,0323;0,01;2,642;0,5534;0,4067;Lab_B;2018,0;;;;
Well_1;401;834;Зона_А;core;2362,7;0,0387;0,01;2,639;0,2444;0,5235;Lab_C;2000,0;;;;
Well_1;401;834;Зона_А;core;2386,0;0,0533;0,21;2,65;0,2498;0,4705;Lab_A;2015,0;;;;
Well_1;401;834;Зона_А;core;2470,2;0,0396;0,01;2,655;0,3903;0,568;Lab_B;2012,0;;;;
Well_1;401;834;Зона_А;core;2485,6;0,0906;5,42;2,523;0,2252;0,7172;Lab_A;2005,0;;;;
Well_1;401;834;Зона_А;core;2493,1;0,0362;0,01;2,639;0,2891;0,6209;Lab_A;1995,0;;;;
Well_1;401;834;Зона_А;core;2511,2;0,085;2,37;2,565;0,257;0,6919;Lab_B;1995,0;;;;
Well_1;401;834;Зона_А;core;2550,9;0,0266;0,01;2,672;0,0997;0,796;Lab_A;2018,0;;;;
Well_1;401;834;Зона_А;core;2581,3;0,0084;0,01;2,674;0,3865;0,4744;Lab_B;2008,0;;;;
Well_1;401;834;Зона_А;core;2614,1;0,0722;0,16;2,579;0,2194;0,7041;Lab_B;2012,0;;;;
Well_1;401;834;Зона_А;core;2653,0;0,0416;0,02;2,632;0,1754;0,7388;Lab_B;2015,0;;;;
Well_1;401;834;Зона_А;core;2664,0;0,0902;115,14;2,55;0,3402;0,4916;Lab_B;2012,0;;;;
Well_1;401;834;Зона_А;core;2696,0;0,0394;0,02;2,654;0,2704;0,6064;Lab_A;2015,0;;;;
Well_1;401;834;Зона_А;core;2712,7;0,0552;0,02;2,61;0,1106;0,652;Lab_B;2005,0;;;;
Well_1;401;834;Зона_А;core;2714,8;0,1012;13,04;2,537;0,2837;0,6528;Lab_B;2018,0;;;;
Well_1;401;834;Зона_А;core;2736,9;0,0552;0,1;2,576;0,2443;0,4773;Lab_B;2018,0;;;;
Well_1;401;834;Зона_А;core;2748,1;0,0321;0,01;2,637;0,3576;0,5382;Lab_B;2005,0;;;;
Well_1;401;834;Зона_А;core;2761,8;0,0848;0,93;2,568;0,3316;0,5582;Lab_A;2012,0;;;;
Well_1;401;834;Зона_А;core;2807,7;0,0902;0,16;2,577;0,1225;0,5921;Lab_C;2000,0;;;;
Well_1;401;834;Зона_А;core;2812,6;0,0608;0,4;2,602;0,1228;0,8055;Lab_A;2018,0;;;;
