Well;X_m;Y_m;Zone;Type;Depth_m;Porosity;Permeability;Density;Sw;So;Lab;year;PZ;PS;GK;NGK
Well_21;1965;2237;Зона_А;core;2025.7;0.118;619.96;2.473;0.2636;0.6626;Lab_A;2012.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2037.1;0.0997;0.74;2.517;0.4758;0.3731;Lab_B;2008.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2047.4;0.1371;9.0;2.448;0.1834;0.6202;Lab_B;2000.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2137.4;0.1433;6.71;2.509;0.3077;0.4452;Lab_C;1995.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2206.6;0.0946;14.08;2.53;0.2376;0.6319;Lab_C;2008.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2214.9;0.1362;69.13;2.409;0.2449;0.5787;Lab_B;2008.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2275.3;0.049;0.01;2.593;0.2167;0.7201;Lab_A;1995.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2328.7;0.1265;23.5;2.457;0.325;0.6195;Lab_B;2015.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2401.3;0.0821;0.76;2.557;0.3436;0.53;Lab_A;2008.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2516.3;0.114;14.76;2.457;0.2713;0.5552;Lab_A;2008.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2593.8;0.1356;169.05;2.449;0.2716;0.6717;Lab_A;2018.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2641.4;0.1331;29.77;2.489;0.1612;0.6687;Lab_C;2015.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2644.8;0.1609;852.61;2.437;0.231;0.7116;Lab_C;2012.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2658.1;0.1166;1.46;2.462;0.186;0.6674;Lab_B;2000.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2776.1;0.0867;1.38;2.519;0.2214;0.7321;Lab_B;1995.0;NaN;NaN;NaN;NaN
Well_21;1965;2237;Зона_А;core;2860.5;0.11;53.16;2.475;0.3501;0.397;Lab_A;2000.0;NaN;NaN;NaN;NaN
