Well;X_m;Y_m;Zone;Type;Depth_m;Porosity;Permeability;Density;Sw;So;Lab;year;PZ;PS;GK;NGK
Well_14;3260;1417;Зона_Б;core;2013.6;0.1048;0.03;2.55;0.497;0.3585;Lab_C;2008.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2028.1;0.1923;52.35;2.435;0.3513;0.4608;Lab_C;2012.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2049.8;0.1174;3.93;2.477;0.2688;0.5171;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2102.9;0.1553;1043.75;2.41;0.1437;0.6422;Lab_B;1995.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2105.4;0.1273;5.47;2.461;0.1197;0.7301;Lab_A;2018.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2109.9;0.164;234.06;2.441;0.2835;0.6761;Lab_C;2005.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2190.2;0.1168;1.7;2.471;0.2097;0.6562;Lab_A;2018.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2199.9;0.1085;9.02;2.499;0.3798;0.4617;Lab_A;2005.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2212.0;0.1301;9.15;2.465;0.269;0.6573;Lab_A;2012.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2223.5;0.1704;82.58;2.364;0.3426;0.5823;Lab_A;2008.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2298.1;0.0889;3.33;2.522;0.533;0.4124;Lab_A;2000.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2338.9;0.0733;0.4;2.562;0.3757;0.5023;Lab_B;2012.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2344.1;0.1537;226.18;2.507;0.5393;0.3089;Lab_C;2000.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2395.9;0.0556;0.03;2.591;0.2991;0.4307;Lab_A;2018.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2397.5;0.0779;0.18;2.57;0.2291;0.584;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2439.7;0.0839;0.17;2.531;0.4398;0.4266;Lab_B;2015.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2443.4;0.1594;20.66;2.424;0.1654;0.5485;Lab_C;2018.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2493.1;0.0929;15.01;2.516;0.1584;0.6281;Lab_A;1995.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2545.3;0.1351;3.88;2.441;0.0906;0.8055;Lab_A;2012.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2583.0;0.1436;16.43;2.395;0.4867;0.473;Lab_B;2012.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2594.5;0.0957;1.68;2.501;0.1818;0.6503;Lab_B;2008.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2629.3;0.0716;1.22;2.534;0.3307;0.4731;Lab_A;2008.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2650.2;0.1318;14.99;2.499;0.4343;0.5355;Lab_C;2015.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2672.3;0.0637;2.06;2.585;0.2214;0.6954;Lab_B;2005.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2673.8;0.0908;5.81;2.551;0.0952;0.8041;Lab_B;2000.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2701.2;0.1605;680.93;2.423;0.2927;0.4674;Lab_C;2008.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2763.6;0.1062;5.71;2.459;0.251;0.6861;Lab_A;1995.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2766.9;0.1159;16.1;2.476;0.1234;0.6659;Lab_B;2005.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;core;2768.5;0.1074;27.89;2.514;0.2191;0.5351;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_14;3260;1417;Зона_Б;gis;1773.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;30.807;55.03;8.731;137.21
Well_14;3260;1417;Зона_Б;gis;1774.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;21.616;55.16;8.662;146.47
Well_14;3260;1417;Зона_Б;gis;1774.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;17.619;52.08;8.308;145.79
Well_14;3260;1417;Зона_Б;gis;1775.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;21.596;56.32;8.031;137.31
Well_14;3260;1417;Зона_Б;gis;1775.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;28.648;51.19;7.764;146.39
Well_14;3260;1417;Зона_Б;gis;1776.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13.105;54.92;8.312;155.99
Well_14;3260;1417;Зона_Б;gis;1776.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13.06;48.93;8.408;147.8
Well_14;3260;1417;Зона_Б;gis;1777.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;22.747;58.56;8.405;131.98
Well_14;3260;1417;Зона_Б;gis;1777.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.562;52.97;8.219;138.65
Well_14;3260;1417;Зона_Б;gis;1778.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.137;54.15;8.777;140.84
Well_14;3260;1417;Зона_Б;gis;1778.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10.749;56.55;9.289;144.95
Well_14;3260;1417;Зона_Б;gis;1779.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;21.729;NaN;9.769;159.94
Well_14;3260;1417;Зона_Б;gis;1779.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;54.76;7.885;147.22
Well_14;3260;1417;Зона_Б;gis;1780.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;35.193;51.49;9.037;145.31
Well_14;3260;1417;Зона_Б;gis;1780.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.365;56.05;8.343;130.26
Well_14;3260;1417;Зона_Б;gis;1781.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;14.794;54.79;9.225;148.2
Well_14;3260;1417;Зона_Б;gis;1781.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;49.66;8.3;146.09
Well_14;3260;1417;Зона_Б;gis;1782.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.17;46.23;8.378;151.37
Well_14;3260;1417;Зона_Б;gis;1782.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;23.798;52.9;8.534;139.82
Well_14;3260;1417;Зона_Б;gis;1783.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;20.642;54.98;9.391;143.81
Well_14;3260;1417;Зона_Б;gis;1783.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;27.389;50.48;8.035;136.22
Well_14;3260;1417;Зона_Б;gis;1784.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;22.327;60.98;8.336;155.4
