Well;X_m;Y_m;Zone;Type;Depth_m;Porosity;Permeability;Density;Sw;So;Lab;year;PZ;PS;GK;NGK
Well_23;3235;2259;Зона_Б;core;1922.2;0.157;36.58;2.41;0.1897;0.7128;Lab_B;2000.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;1956.8;0.1503;358.06;2.403;0.4323;0.511;Lab_A;1995.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2007.8;0.1527;154.94;2.372;0.231;0.4904;Lab_A;2018.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2161.2;0.1208;4.96;2.448;0.4498;0.3555;Lab_A;2008.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2209.5;0.188;17.23;2.39;0.2747;0.5321;Lab_C;2018.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2240.4;0.1476;2.18;2.396;0.3076;0.4677;Lab_B;2008.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2260.9;0.1699;538.66;2.373;0.3718;0.5211;Lab_B;2015.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2288.5;0.1226;98.95;2.431;0.0769;0.616;Lab_A;2000.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2327.4;0.1664;327.15;2.385;0.3541;0.4296;Lab_B;1995.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2365.2;0.1341;84.13;2.41;0.2074;0.7435;Lab_A;2005.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2367.4;0.1508;133.72;2.43;0.479;0.3211;Lab_B;1995.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2454.0;0.1408;67.47;2.455;0.194;0.62;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2471.9;0.1387;1.73;2.465;0.1313;0.549;Lab_C;2015.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2481.5;0.1553;68.63;2.399;0.2488;0.5391;Lab_A;2008.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2488.1;0.2039;2000.0;2.289;0.1545;0.6109;Lab_B;2008.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2553.7;0.1449;51.93;2.437;0.5711;0.3996;Lab_A;2005.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2556.3;0.1497;1426.93;2.412;0.2545;0.5519;Lab_B;2005.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2605.7;0.1129;12.1;2.489;0.2886;0.6423;Lab_A;2015.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2675.7;0.1108;5.72;2.533;0.3687;0.5429;Lab_C;2005.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2695.8;0.1605;2000.0;2.407;0.2873;0.6265;Lab_B;2015.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2748.2;0.1494;40.43;2.392;0.1911;0.5785;Lab_B;2005.0;NaN;NaN;NaN;NaN
Well_23;3235;2259;Зона_Б;core;2780.5;0.1205;169.18;2.462;0.0693;0.8085;Lab_A;2005.0;NaN;NaN;NaN;NaN
