WELL_ID,X_M,Y_M,ZONE,DATA_TYPE,DEPTH_M,POROSITY,PERMEABILITY_MD,DENSITY_GCC,WATER_SATURATION,OIL_SATURATION,LAB_ID,YEAR,PZ,PS,GK,NGK
Well_44,5465,3514,Зона_В,core,2175.4,0.1067,3.9,2.523,0.155,0.6581,Lab_A,2015.0,nan,nan,nan,nan
Well_44,5465,3514,Зона_В,core,2200.6,0.0846,0.62,2.589,0.2224,0.6372,Lab_A,2005.0,nan,nan,nan,nan
Well_44,5465,3514,Зона_В,core,2307.5,0.1139,2.56,2.487,0.2626,0.6659,Lab_A,2008.0,nan,nan,nan,nan
Well_44,5465,3514,Зона_В,core,2335.2,0.0958,0.48,2.511,0.4375,0.5244,Lab_B,2015.0,nan,nan,nan,nan
Well_44,5465,3514,Зона_В,core,2399.5,0.0554,0.04,2.589,0.3387,0.4149,Lab_A,1995.0,nan,nan,nan,nan
Well_44,5465,3514,Зона_В,core,2466.6,0.1236,82.11,2.513,0.515,0.3357,Lab_B,2018.0,nan,nan,nan,nan
Well_44,5465,3514,Зона_В,core,2566.4,0.145,89.21,2.463,0.3283,0.5469,Lab_B,2015.0,nan,nan,nan,nan
Well_44,5465,3514,Зона_В,core,2656.0,0.1462,18.66,2.444,0.3678,0.495,Lab_A,2012.0,nan,nan,nan,nan
Well_44,5465,3514,Зона_В,core,2685.5,0.1058,0.28,2.527,0.216,0.698,Lab_A,2000.0,nan,nan,nan,nan
Well_44,5465,3514,Зона_В,core,2703.0,0.1014,23.51,2.506,0.3342,0.4391,Lab_A,2018.0,nan,nan,nan,nan
Well_44,5465,3514,Зона_В,core,2710.4,0.1023,0.82,2.5,0.3253,0.4073,Lab_A,2008.0,nan,nan,nan,nan
Well_44,5465,3514,Зона_В,core,2741.7,0.0887,0.03,2.544,0.1416,0.5594,Lab_B,1995.0,nan,nan,nan,nan
Well_44,5465,3514,Зона_В,core,2781.8,0.0831,16.96,2.543,0.2483,0.5174,Lab_B,2015.0,nan,nan,nan,nan
Well_44,5465,3514,Зона_В,core,2823.3,0.1476,39.43,2.494,0.2124,0.7287,Lab_C,2005.0,nan,nan,nan,nan
