Скважина;X;Y;Зона;Тип;Глубина;Пористость;Проницаемость;Плотность;Кв;Кн;Лаборатория;Год;PZ;PS;GK;NGK
Well_10;511;1548;Зона_А;core;2270,1;0,117;9,08;2,551;0,3523;0,5189;Lab_C;2008,0;;;;
Well_10;511;1548;Зона_А;core;2296,9;0,0843;0,32;2,562;0,545;0,3819;Lab_B;2008,0;;;;
Well_10;511;1548;Зона_А;core;2313,8;0,0525;0,32;2,611;0,2925;0,4486;Lab_B;2005,0;;;;
Well_10;511;1548;Зона_А;core;2339,7;0,051;0,01;2,601;0,2361;0,563;Lab_B;1995,0;;;;
Well_10;511;1548;Зона_А;core;2394,8;0,0706;1,87;2,571;0,1652;0,6678;Lab_A;2005,0;;;;
Well_10;511;1548;Зона_А;core;2406,3;0,0868;3,27;2,573;0,0868;0,7579;Lab_B;2018,0;;;;
Well_10;511;1548;Зона_А;core;2415,5;0,0927;5,29;2,545;0,341;0,4521;Lab_B;2012,0;;;;
Well_10;511;1548;Зона_А;core;2417,2;0,0855;0,22;2,596;0,2896;0,5611;Lab_C;2012,0;;;;
Well_10;511;1548;Зона_А;core;2466,4;0,0503;0,13;2,634;0,6469;0,299;Lab_A;2000,0;;;;
Well_10;511;1548;Зона_А;core;2533,6;0,0902;0,43;2,57;0,1438;0,6935;Lab_A;2000,0;;;;
Well_10;511;1548;Зона_А;core;2601,5;0,0978;0,95;2,566;0,5595;0,4175;Lab_B;2005,0;;;;
Well_10;511;1548;Зона_А;core;2632,3;0,0721;6,33;2,595;0,4279;0,3488;Lab_B;2000,0;;;;
Well_10;511;1548;Зона_А;core;2675,9;0,0688;0,04;2,579;0,4599;0,5124;Lab_B;2005,0;;;;
Well_10;511;1548;Зона_А;core;2761,0;0,0867;0,2;2,566;0,1326;0,7945;Lab_C;2008,0;;;;
Well_10;511;1548;Зона_А;core;2785,3;0,0329;0,01;2,615;0,3462;0,5167;Lab_B;2000,0;;;;
Well_10;511;1548;Зона_А;core;2794,2;0,0381;0,01;2,616;0,399;0,4135;Lab_A;2015,0;;;;
Well_10;511;1548;Зона_А;core;2809,5;0,117;3,83;2,483;0,4781;0,49;Lab_B;2008,0;;;;
Well_10;511;1548;Зона_А;core;2811,8;0,0817;0,24;2,563;0,1453;0,5671;Lab_A;2008,0;;;;
Well_10;511;1548;Зона_А;core;2889,4;0,0611;0,04;2,565;0,5719;0,3894;Lab_B;2018,0;;;;
Well_10;511;1548;Зона_А;core;2925,6;0,1067;20,09;2,5;0,2094;0,7173;Lab_B;2008,0;;;;
Well_10;511;1548;Зона_А;core;2939,0;0,0619;0,11;2,592;0,4072;0,4001;Lab_B;2008,0;;;;
Well_10;511;1548;Зона_А;core;2939,3;0,0063;0,01;2,723;0,4533;0,4431;Lab_A;2000,0;;;;
Well_10;511;1548;Зона_А;core;2946,1;0,005;0,01;2,698;0,3043;0,4814;Lab_A;2018,0;;;;
Well_10;511;1548;Зона_А;core;2954,3;0,0804;1,67;2,538;0,5656;0,3127;Lab_A;2015,0;;;;
Well_10;511;1548;Зона_А;core;2969,2;0,0865;0,5;2,569;0,2572;0,5248;Lab_B;2008,0;;;;
Well_10;511;1548;Зона_А;core;3017,9;0,0513;0,04;2,651;0,3573;0,4424;Lab_B;2008,0;;;;
Well_10;511;1548;Зона_А;core;3055,2;0,0239;0,01;2,636;0,2678;0,5436;Lab_A;2012,0;;;;
Well_10;511;1548;Зона_А;core;3130,0;0,069;0,16;2,62;0,1758;0,7277;Lab_C;2005,0;;;;
Well_10;511;1548;Зона_А;gis;1965,6;;;;;;;;44,494;29,13;12,243;202,66
Well_10;511;1548;Зона_А;gis;1966,1;;;;;;;;37,076;39,58;12,147;187,22
Well_10;511;1548;Зона_А;gis;1966,6;;;;;;;;40,606;26,23;12,846;197,71
Well_10;511;1548;Зона_А;gis;1967,1;;;;;;;;50,416;34,81;12,569;188,93
Well_10;511;1548;Зона_А;gis;1967,6;;;;;;;;69,662;39,08;11,828;187,11
Well_10;511;1548;Зона_А;gis;1968,1;;;;;;;;47,211;33,6;11,145;182,96
Well_10;511;1548;Зона_А;gis;1968,6;;;;;;;;;31,14;12,169;193,49
Well_10;511;1548;Зона_А;gis;1969,1;;;;;;;;24,852;25,21;12,148;200,77
Well_10;511;1548;Зона_А;gis;1969,6;;;;;;;;23,391;33,42;11,512;180,85
Well_10;511;1548;Зона_А;gis;1970,1;;;;;;;;25,837;30,55;11,934;193,92
Well_10;511;1548;Зона_А;gis;1970,6;;;;;;;;40,708;34,89;12,557;187,97
Well_10;511;1548;Зона_А;gis;1971,1;;;;;;;;24,678;26,44;12,353;
Well_10;511;1548;Зона_А;gis;1971,6;;;;;;;;49,907;34,9;13,003;192,66
Well_10;511;1548;Зона_А;gis;1972,1;;;;;;;;45,344;30,44;13,159;205,31
