Well;X_m;Y_m;Zone;Type;Depth_m;Porosity;Permeability;Density;Sw;So;Lab;year;PZ;PS;GK;NGK
Well_13;2568;1512;Зона_Б;core;2029.2;0.1051;2.36;2.487;0.4089;0.4431;Lab_A;2000.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2043.3;0.1299;12.05;2.541;0.1594;0.5451;Lab_C;2018.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2067.7;0.0983;5.05;2.525;0.2283;0.6856;Lab_B;2008.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2133.8;0.0926;14.57;2.534;0.618;0.3399;Lab_B;2008.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2182.1;0.0799;3.06;2.547;0.3712;0.5751;Lab_A;2015.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2338.0;0.1283;60.0;2.438;0.2036;0.5656;Lab_B;2000.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2427.9;0.0965;3.14;2.502;0.124;0.5407;Lab_C;2015.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2446.0;0.0986;0.7;2.49;0.1061;0.6226;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2450.0;0.1135;54.82;2.513;0.1976;0.6494;Lab_A;2008.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2489.0;0.0702;0.39;2.567;0.327;0.613;Lab_B;2012.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2496.0;0.1403;133.61;2.398;0.2077;0.6658;Lab_A;2018.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2535.7;0.1141;64.5;2.481;0.3612;0.4783;Lab_B;2012.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2597.6;0.1064;1.25;2.507;0.2085;0.6262;Lab_A;2012.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2678.8;0.1522;9.0;2.488;0.2731;0.5815;Lab_C;2000.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2681.7;0.0768;0.39;2.57;0.4758;0.4479;Lab_A;2000.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2699.6;0.0784;4.95;2.558;0.2048;0.599;Lab_B;2015.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2702.5;0.1805;126.27;2.413;0.3003;0.5072;Lab_C;2000.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2718.0;0.0799;6.94;2.54;0.2292;0.6115;Lab_B;2012.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2728.2;0.1236;9.85;2.526;0.3547;0.4096;Lab_C;2005.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2777.7;0.1016;2.78;2.495;0.4861;0.3734;Lab_B;1995.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2790.4;0.1141;2.14;2.517;0.194;0.7207;Lab_A;1995.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2836.9;0.1302;133.96;2.478;0.1582;0.5392;Lab_B;2005.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2844.8;0.0948;1.71;2.533;0.5149;0.4334;Lab_B;2000.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2848.5;0.1363;2.54;2.448;0.2679;0.6138;Lab_A;2005.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2853.8;0.0538;0.09;2.616;0.3074;0.5786;Lab_A;2018.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2916.5;0.0859;0.14;2.515;0.1032;0.7028;Lab_A;2000.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;2955.5;0.0661;0.54;2.591;0.3147;0.5753;Lab_B;2018.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;3013.7;0.1091;10.83;2.493;0.3918;0.3825;Lab_A;2008.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;core;3039.7;0.0902;0.47;2.513;0.1117;0.6791;Lab_B;2015.0;NaN;NaN;NaN;NaN
Well_13;2568;1512;Зона_Б;gis;1798.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.202;46.93;9.29;140.29
Well_13;2568;1512;Зона_Б;gis;1798.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;30.133;NaN;9.34;140.78
