WELL_ID,X_M,Y_M,ZONE,DATA_TYPE,DEPTH_M,POROSITY,PERMEABILITY_MD,DENSITY_GCC,WATER_SATURATION,OIL_SATURATION,LAB_ID,YEAR,PZ,PS,GK,NGK
Well_40,2612,3688,Зона_Б,core,1952.2,0.1377,34.96,2.496,0.2945,0.5278,Lab_C,2015.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2039.8,0.1196,70.67,2.457,0.2182,0.5636,Lab_A,2005.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2088.0,0.1609,258.23,2.406,0.4353,0.3992,Lab_A,2015.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2090.1,0.0952,2.96,2.512,0.3816,0.4514,Lab_B,2012.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2143.1,0.1305,182.67,2.462,0.2842,0.4514,Lab_B,2018.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2153.0,0.0937,0.45,2.482,0.1944,0.6301,Lab_A,2000.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2220.7,0.1557,56.71,2.475,0.2069,0.707,Lab_C,1995.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2220.7,0.1498,161.22,2.41,0.364,0.5612,Lab_A,2018.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2235.5,0.1361,2000.0,2.445,0.3402,0.4051,Lab_B,2000.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2268.9,0.1631,887.03,2.44,0.1276,0.5852,Lab_B,2000.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2284.2,0.1631,195.72,2.452,0.2737,0.5949,Lab_C,2015.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2314.8,0.1241,10.03,2.446,0.539,0.4358,Lab_A,2005.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2341.7,0.1148,4.71,2.449,0.5009,0.452,Lab_A,2008.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2353.3,0.1503,987.77,2.423,0.4022,0.4709,Lab_A,1995.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2386.3,0.1419,246.64,2.505,0.1949,0.6626,Lab_C,2005.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2387.7,0.207,636.26,2.41,0.4368,0.3592,Lab_C,2005.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2487.4,0.1428,344.35,2.426,0.2765,0.458,Lab_A,2005.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2515.3,0.0737,0.22,2.528,0.2469,0.627,Lab_A,2005.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2594.0,0.1426,54.08,2.452,0.1577,0.626,Lab_A,2012.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2603.8,0.143,209.51,2.408,0.3386,0.5093,Lab_B,2012.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2604.3,0.1239,3.48,2.475,0.2141,0.6697,Lab_C,1995.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2609.3,0.0979,6.04,2.527,0.3607,0.5599,Lab_A,2012.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2639.3,0.1165,2.95,2.496,0.4594,0.4052,Lab_C,2008.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2650.4,0.1749,224.14,2.453,0.5691,0.2934,Lab_C,2000.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,core,2672.2,0.1612,78.9,2.396,0.1796,0.6396,Lab_A,2008.0,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1697.8,nan,nan,nan,nan,nan,nan,nan,18.212,63.98,7.45,114.7
Well_40,2612,3688,Зона_Б,gis,1698.3,nan,nan,nan,nan,nan,nan,nan,31.152,63.65,nan,125.22
Well_40,2612,3688,Зона_Б,gis,1698.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1699.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1699.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1700.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1700.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1701.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1701.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1702.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1702.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1703.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1703.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1704.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1704.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1705.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1705.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1706.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1706.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1707.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1707.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1708.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1708.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1709.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1709.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1710.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1710.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1711.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_40,2612,3688,Зона_Б,gis,1711.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
