Скважина;X;Y;Зона;Тип;Глубина;Пористость;Проницаемость;Плотность;Кв;Кн;Лаборатория;Год;PZ;PS;GK;NGK
Well_5;3356;879;Зона_Б;core;2061,2;0,0395;0,01;2,63;0,267;0,5818;Lab_B;2005,0;;;;
Well_5;3356;879;Зона_Б;core;2089,0;0,0869;0,41;2,547;0,1417;0,7167;Lab_B;2008,0;;;;
Well_5;3356;879;Зона_Б;core;2121,7;0,0589;0,02;2,604;0,1018;0,5808;Lab_B;2008,0;;;;
Well_5;3356;879;Зона_Б;core;2129,3;0,0875;7,66;2,589;0,3418;0,4704;Lab_A;2018,0;;;;
Well_5;3356;879;Зона_Б;core;2141,7;0,1226;337,58;2,442;0,4167;0,5338;Lab_A;2008,0;;;;
Well_5;3356;879;Зона_Б;core;2170,0;0,0698;0,33;2,601;0,1996;0,4935;Lab_B;2008,0;;;;
Well_5;3356;879;Зона_Б;core;2188,8;0,0756;1,86;2,554;0,345;0,4221;Lab_A;2000,0;;;;
Well_5;3356;879;Зона_Б;core;2227,1;0,1178;2,59;2,489;0,3201;0,5158;Lab_A;2015,0;;;;
Well_5;3356;879;Зона_Б;core;2240,3;0,1377;176,81;2,466;0,4044;0,4334;Lab_B;2008,0;;;;
Well_5;3356;879;Зона_Б;core;2268,3;0,1387;3,15;2,526;0,325;0,5278;Lab_C;2000,0;;;;
Well_5;3356;879;Зона_Б;core;2291,3;0,0764;0,05;2,583;0,3698;0,4125;Lab_B;2012,0;;;;
Well_5;3356;879;Зона_Б;core;2298,5;0,1358;6,4;2,489;0,1905;0,7379;Lab_C;2018,0;;;;
Well_5;3356;879;Зона_Б;core;2334,9;0,076;0,34;2,585;0,2757;0,656;Lab_C;2008,0;;;;
Well_5;3356;879;Зона_Б;core;2380,7;0,1263;2,85;2,478;0,4612;0,4877;Lab_B;2008,0;;;;
Well_5;3356;879;Зона_Б;core;2437,5;0,0718;0,86;2,538;0,172;0,5306;Lab_A;2015,0;;;;
Well_5;3356;879;Зона_Б;core;2481,1;0,066;0,02;2,575;0,4104;0,5099;Lab_A;2012,0;;;;
Well_5;3356;879;Зона_Б;core;2532,2;0,1366;324,45;2,512;0,1221;0,6445;Lab_C;2000,0;;;;
Well_5;3356;879;Зона_Б;core;2545,8;0,1574;68,54;2,461;0,3146;0,5385;Lab_C;2018,0;;;;
Well_5;3356;879;Зона_Б;core;2578,8;0,0787;0,01;2,582;0,3092;0,5778;Lab_C;2008,0;;;;
Well_5;3356;879;Зона_Б;core;2590,4;0,0599;0,01;2,597;0,4152;0,4103;Lab_A;2008,0;;;;
Well_5;3356;879;Зона_Б;core;2627,2;0,0674;0,36;2,589;0,192;0,6714;Lab_B;2018,0;;;;
Well_5;3356;879;Зона_Б;core;2679,7;1,234;0,33;2,581;0,3912;0,5419;Lab_B;1995,0;;;;
Well_5;3356;879;Зона_Б;core;2741,4;0,0697;0,07;2,56;0,4742;0,3965;Lab_B;2000,0;;;;
Well_5;3356;879;Зона_Б;core;2777,7;0,0744;0,17;2,566;0,29;0,5763;Lab_B;2012,0;;;;
Well_5;3356;879;Зона_Б;core;2864,2;0,1284;26,23;2,46;0,1904;0,7633;Lab_A;1995,0;;;;
Well_5;3356;879;Зона_Б;core;2924,2;0,0772;0,88;2,58;0,1645;0,6646;Lab_B;2015,0;;;;
Well_5;3356;879;Зона_Б;gis;1853,5;;;;;;;;25,414;45,13;10,904;157,65
Well_5;3356;879;Зона_Б;gis;1854,0;;;;;;;;31,27;44,27;9,957;159,21
Well_5;3356;879;Зона_Б;gis;1854,5;;;;;;;;32,779;45,18;8,196;159,84
Well_5;3356;879;Зона_Б;gis;1855,0;;;;;;;;17,087;41,22;10,184;165,07
Well_5;3356;879;Зона_Б;gis;1855,5;;;;;;;;17,453;49,5;9,568;160,75
Well_5;3356;879;Зона_Б;gis;1856,0;;;;;;;;15,658;48,24;10,043;149,79
Well_5;3356;879;Зона_Б;gis;1856,5;;;;;;;;14,463;42,21;9,307;158,62
Well_5;3356;879;Зона_Б;gis;1857,0;;;;;;;;23,287;50,05;10,206;166,03
Well_5;3356;879;Зона_Б;gis;1857,5;;;;;;;;26,283;50,69;;153,54
Well_5;3356;879;Зона_Б;gis;1858,0;;;;;;;;27,615;49,69;9,79;159,43
Well_5;3356;879;Зона_Б;gis;1858,5;;;;;;;;23,52;51,3;9,885;151,59
Well_5;3356;879;Зона_Б;gis;1859,0;;;;;;;;51,589;50,04;9,757;155,56
Well_5;3356;879;Зона_Б;gis;1859,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1860,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1860,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1861,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1861,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1862,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1862,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1863,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1863,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1864,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1864,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1865,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1865,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1866,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1866,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1867,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1867,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1868,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1868,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1869,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1869,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1870,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1870,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1871,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1871,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1872,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1872,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1873,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1873,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1874,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1874,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1875,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1875,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1876,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1876,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1877,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1877,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1878,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1878,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1879,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1879,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1880,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1880,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1881,0;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1881,5;;;;;;;;;;;
Well_5;3356;879;Зона_Б;gis;1882,0;;;;;;;;;;;
